project_name,project_short,project_code,latitude,longitude,site_stage,site_type,site_subtype,site_commodities,tectonic_unit,resource_mt,resource_grade_gt,resource_oz,reserve_mt,reserve_grade_gt,reserve_oz,total_gold_oz,tenement_ids,tenement_types,tenement_holders,tenement_status,minedex_url
8 Mile Dam,8 Mile Dam,J05288,-30.645288,121.462217,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,7.014346,1.392,313918.5,0.0,0.0,0.0,313918.5,P 26/3351,PROSPECTING LICENCE,NORTHERN STAR (KLV) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5b8675fc-712e-40fa-bbe3-1232939d7bbd
Abednego West,Abednego West,J01022,-28.833347,121.773913,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.07,2.1,4726.2,0.0,0.0,0.0,4726.2,M 39/427; L 37/195,MINING LEASE; MISCELLANEOUS LICENCE,GOLDEN CLIFFS NL; NAVIGATOR MINING PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/55b018f0-81a3-4ae6-900b-0049fdfd0a72
Abercromby,Abercromby,J05771,-26.820527,120.329551,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,11.118,1.4496708,518187.0,0.0,0.0,0.0,518187.0,M 53/1095,MINING LEASE,NOVA ENERGY PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f0b566d0-e06b-503d-f499-3d2f7580388b
Agnew - Emu,Agnew - Emu,J00098,-28.004485,120.505808,Operating,Mine,Decline,"Au, Ag",Yilgarn Craton,10.372,4.67261859,1558164.4,4.581,6.62311722,975468.3,2533632.7,M 36/53,MINING LEASE,AGNEW GOLD MINING COMPANY PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/7354e345-ca95-44ad-a82c-17e812f2cb91
Albury Heath,Albury Heath,J00002,-26.787357,118.574415,Operating,Mine,Unspecified,"Au, Ag",Youanmi Terrane,0.528,2.09,35478.9,0.0,0.0,0.0,35478.9,M 51/892,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/755834c6-06dd-4de1-9155-2768bb68aef6
Aldiss - Karonie,Aldiss - Karonie,J00184,-31.03367,122.561017,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,7.975,1.84369906,472727.8,0.404,1.9,24678.9,497406.7,M 28/43,MINING LEASE,SILVER LAKE (INTEGRA) PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/b20f396b-6282-45b2-ad93-ede776e611de
Alicia,Alicia,J01048,-28.666255,121.93931,Shut,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.038,3.88763158,4749.6,0.0,0.0,0.0,4749.6,M 39/701,MINING LEASE,WESTCAPE NOMINEES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c374b56e-2826-457c-9bec-98f02f132542
Anglo Saxon - Trouser Legs,Anglo Saxon - Trouser Legs,J00424,-30.076767,122.731489,Care and Maintenance,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,4.917,2.83439089,448074.7,0.73,2.66,62430.2,510504.9,M 31/284,MINING LEASE,GEL RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/698002bd-8d52-4768-9abb-b91d5d758c01
Anthill ,Anthill ,J04003,-30.483628,121.006346,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,1.42,1.71978873,78515.2,0.0,0.0,0.0,78515.2,M 16/531,MINING LEASE,NORTHERN STAR RESOURCES LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a529b479-b107-4339-8446-a0c2879ec49b
Aphrodite,Aphrodite,J03406,-30.180871,121.225082,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,22.8,2.18464912,1601426.4,0.0,0.0,0.0,1601426.4,M 24/720,MINING LEASE,APHRODITE GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ef0e385f-b888-4889-90f2-2e2a28e5fb12
Apollo Hill,Apollo Hill,J02118,-29.153011,121.675721,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,137.0,0.51105109,2250999.1,104.6,0.47183556,1586765.6,3837764.7,M 31/486,MINING LEASE,SATURN METALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d8bbec0e-5789-4f51-af10-7a3816a836e6
Ashburton / Kalamazoo,Ashburton,J02216,-23.431998,117.900012,Shut,Mine,Openpit,"Au, Ag",Ashburton Basin,17.958,2.84632153,1643358.7,0.0,0.0,0.0,1643358.7,M 52/639,MINING LEASE,KALAMAZOO RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6443b99a-8595-4a23-9ea2-5192cf2937c7
Austin - Quinns Base Metals,Austin - Quinns,J04877,-27.139847,118.513827,Undeveloped,Deposit,Unspecified,"Cu, Zn, Ag, Au",Youanmi Terrane,1.484422,0.23641442,11282.9,0.0,0.0,0.0,11282.9,E 51/1157,EXPLORATION LICENCE,CNN INVESTMENTS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/6ddffe01-43aa-40ba-97e4-7fecbd402b7c
Baden Powell / Horizon,Baden Powell,J05474,-30.239138,121.222793,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.595,1.2,22955.6,0.0,0.0,0.0,22955.6,M 24/959,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/769439f5-5792-44e6-9f2e-69a771a4c8e6
Badja,Badja,J01716,-28.587298,116.86833,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,0.5759,2.18440181,40445.5,0.015,6.1,2941.8,43387.3,M 59/739,MINING LEASE,CORUSCANT MINERALS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1104c648-618c-4632-a54e-d5ced3208696
Bali,Bali,J01536,-23.406107,116.933308,Undeveloped,Deposit,Unspecified,"Pb, Au, Cu, Ag, Zn, U",Blair Basin,0.095,0.2,610.9,0.0,0.0,0.0,610.9,E 08/2894,EXPLORATION LICENCE,NORWEST MINERALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2af33503-e627-48b9-96da-66a4c831d79d
Bamboo - Strattons,Bamboo - Strattons,J06908,-20.893056,120.191606,Undeveloped,Deposit,Unspecified,"Au, Ag",Northeast Pilbara Sub-basin,0.3,0.31,2990.0,0.0,0.0,0.0,2990.0,E 45/3724,EXPLORATION LICENCE,NULLAGINE GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f5067327-d6d0-32be-8e21-1a2bfba1a454
Bamboo Creek Gold,Bamboo Creek,J00008,-21.093721,119.363367,Care and Maintenance,Mine,Openpit,"Au, Ag",Warrawoona  Large Igneous Province,17.69,1.12927077,642268.1,0.636,3.2995283,67468.2,709736.3,M 45/328,MINING LEASE,HAOMA MINING NL,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/76438ca8-3729-472c-bc5c-c47b50e44881
Barrambie Gold,Barrambie,J00013,-27.367768,119.074608,Undeveloped,Deposit,Unspecified,Au,Youanmi Terrane,0.285,1.60701754,14725.0,0.0,0.0,0.0,14725.0,E 57/769-I,EXPLORATION LICENCE,AVANTI EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/2457235c-f2cb-4b4a-83c5-7edc2189eb67
Battler / IMD,Battler,J04801,-31.346346,119.389607,Care and Maintenance,Mine,Openpit,"Au, Ag",Youanmi Terrane,0.452,2.86106195,41577.3,0.142,3.78450704,17277.8,58855.1,M 77/1285,MINING LEASE,GEKO EXPLORE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e3c20726-f7a8-46fa-a2fd-f5d29ca5a0c3
Beatons Creek JV,Beatons Creek,J04143,-21.870319,120.101608,Operating,Mine,Openpit,Au,Northeast Pilbara Sub-basin,4.58,2.1180131,311877.9,0.0,0.0,0.0,311877.9,M 46/11,MINING LEASE,BEATONS CREEK GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e0d2d1b8-9cb0-4848-9b86-7ebc3badbdff
Bellchambers - Sandstone,Bellchambers,J00016,-28.162015,119.140308,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.762,1.27471129,31228.9,0.0,0.0,0.0,31228.9,M 57/671,MINING LEASE,"LEGENDRE, BRUCE ROBERT",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/a8d5baa5-1ed2-45ae-8f39-5d96a607cde4
Bellevue,Bellevue,J04770,-27.636059,120.55763,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,10.67,8.98900656,3083660.4,8.56,4.67675234,1287089.0,4370749.4,M 36/25,MINING LEASE,GOLDEN SPUR RESOURCES PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8e4c069a-0a2b-44ad-92fc-50bdc54f753e
Black Jack / Duffy,Black Jack,J04148,-29.743784,121.072719,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.255846,1.95478647,16079.3,0.0,0.0,0.0,16079.3,M 29/322,MINING LEASE,"DUFFY, MICHAEL PETER",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4afe2e51-a224-4b2e-a773-957b9451a347
Blue Bar,Blue Bar,J01290,-21.398997,119.704211,Operating,Mine,Openpit,Au,Marble Bar Sub-basin,0.3,1.888,18210.2,0.0,0.0,0.0,18210.2,M 45/906,MINING LEASE,HAOMA MINING NL,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5532baa3-a828-4103-92be-d6d81c8d62e2
Blue Spec / Novo,Blue Spec,J00126,-21.820903,120.273032,Proposed,Mine,Shaft,"Au, Sb, Ag",Mosquito Creek Basin,0.242,24.35289256,189476.9,0.2,11.2,72017.6,261494.5,M 46/115,MINING LEASE,CALIDUS BLUE SPEC PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/ad35ae61-86ef-4dc6-bbf5-40def24f5514
Boddington Gold,Boddington,J00026,-32.753064,116.35753,Operating,Mine,Openpit,"Au, Cu, As, Bi, Ag",South West Terrane,248.2,0.53828767,4295430.0,559.7,0.60403252,10869412.2,15164842.2,M 70/24,MINING LEASE,JAPAN ALUMINA ASSOCIATES (AUSTRALIA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/acb22efa-42d5-4321-a4db-6509349df262
Boomerang Tailings,Boomerang Tailings,J01289,-28.788085,122.65221,Shut,Infrastructure,Tailings storage facility,Au,Burtville Terrane,0.015,2.0,964.5,0.0,0.0,0.0,964.5,L 38/173; M 38/1281,MISCELLANEOUS LICENCE; MINING LEASE,LAVERTON GOLD PTY LTD; LAVERTON GOLD PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/3abc41d8-a36e-4980-868e-5657e881e627
Boorara / Horizon,Boorara,J02851,-30.803847,121.641924,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,10.53,1.26875594,429533.4,1.2391,1.24027843,49410.1,478943.5,M 26/29,MINING LEASE,POLYMETALS (WA) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/95529908-32da-4ade-8418-a98fbf7c02c6
Bottle Creek,Bottle Creek,J00028,-29.178289,120.456428,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,6.8685,1.67686758,370297.8,4.168,1.78234165,238841.1,609138.9,M 29/150,MINING LEASE,AURENNE MT IDA PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4e0d737b-a8f0-45d0-ac41-25e6d09cb180
Brightstar / Stone,Brightstar,J00233,-28.724517,122.725654,Proposed,Mine,Openpit,"Au, Ag",Burtville Terrane,3.334,1.93137373,207024.8,0.0,0.0,0.0,207024.8,M 38/968,MINING LEASE,DESERT EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/bd52e77e-87a5-4f9c-bb76-65a2a6cd0626
British Hill / IMD,British Hill,J05748,-31.845886,119.608911,Proposed,Mine,Openpit,"Au, Ag",Youanmi Terrane,1.025,1.65442146,54520.6,0.0,0.0,0.0,54520.6,M 77/1256,MINING LEASE,IMD GOLD MINES PROPRIETARY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/3472b68e-a781-22e4-f0e5-a5e8ba564e86
British King,British King,J00924,-27.939629,121.243194,Care and Maintenance,Mine,Shaft,"Au, Ag",Eastern Goldfields Superterrane,0.263,4.50722433,38111.4,0.0,0.0,0.0,38111.4,M 37/30,MINING LEASE,CENTRAL IRON ORE LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1da7a01-df98-4aa1-bf73-abbafce6ae3f
Broads Dam Dumps,Broads Dam Dumps,J01879,-30.566178,121.11201,Shut,Mine,Tailings storage facility,Au,Yilgarn Craton,0.33,1.05454545,11188.4,0.0,0.0,0.0,11188.4,M 16/534,MINING LEASE,HAYES MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/01711a04-9037-4116-9c7f-2b97f547cbd1
Broads Dam South - Blue Funnel,Broads Dam South - Blue Funnel,J00023,-30.583204,121.125146,Shut,Mine,Unspecified,"Au, Ag",Yilgarn Craton,0.37,2.82918919,33655.4,0.0,0.0,0.0,33655.4,M 16/19,MINING LEASE,CEREP PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/897f5c41-1bed-4d53-8e9c-5c8f1d69f4aa
Bronzewing South / Yandal,Bronzewing South,J02791,-27.318681,120.894942,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,1.48,1.15,54720.5,0.0,0.0,0.0,54720.5,E 36/869,EXPLORATION LICENCE,CARNEGIE EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/15860aa7-7c4e-4789-944d-c6f8e58bbe25
Bruno-Lewis,Bruno-Lewis,J06760,-28.786473,121.587786,Proposed,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,11.811,1.35601558,514922.4,5.0,1.0,160753.5,675675.9,M 37/277,MINING LEASE,REDCLIFFE PROJECT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d44796b3-dc22-4971-33a9-497859371f77
Bryah Basin - Catalyst / Alchemy,Bryah Basin,J00361,-25.705794,118.845193,Undeveloped,Deposit,Unspecified,"Au, Ag","Yilgarn Craton, Marymia Inlier",2.235,1.57248322,112993.6,0.0,0.0,0.0,112993.6,M 52/1049,MINING LEASE,ALCHEMY RESOURCES (THREE RIVERS) PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/cffc0922-c4c0-4f14-a8cf-0ba369f1eb80
Bulgera Creek,Bulgera Creek,J04985,-25.109975,119.823412,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,23.81,0.65353213,500284.2,0.0,0.0,0.0,500284.2,M 52/1085,MINING LEASE,NORWEST MINERALS LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/86f94cf6-7d32-4edf-ba06-db9fa4b395ff
Bullabulling,Bullabulling,J00033,-31.006446,120.905612,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,135.7,1.03666175,4522799.7,0.0,0.0,0.0,4522799.7,M 15/503,MINING LEASE,BULLABULLING OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ca4a884-4fb9-4ecf-a47d-90e6c66d6547
Bullabulling North,Bullabulling North,J01519,-30.862362,120.901857,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,1.417,1.28009174,58317.8,1.285,1.09696498,45319.6,103637.4,M 15/621,MINING LEASE,BEACON MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/1aa5366f-ff79-4fa8-a0dc-bd6e1653c968
Bulong - Jarvis,Bulong - Jarvis,J01897,-30.753146,121.791305,Care and Maintenance,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.179,3.1,17840.4,0.0,0.0,0.0,17840.4,M 25/356,MINING LEASE,BOULDER INVESTMENTS GROUP PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/18046edc-b21a-4133-91ae-cf7a3df1d00f
Bulong - Taurus Eluvials,Bulong - Taurus Eluvials,J00037,-30.718107,121.844813,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,0.5,1.58,25399.1,0.0,0.0,0.0,25399.1,M 25/19,MINING LEASE,ARDEA EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ef798cd-5767-48b0-a5a2-542dca9e22d9
Bulong South Gold,Bulong South,J03557,-30.816281,121.762912,Proposed,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,1.36,1.77492647,77608.6,0.135,4.1,17795.4,95404.0,M 25/333,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ad693e1-f6a9-4e68-9647-764da145957a
Bulong Taurus Gold,Bulong Taurus,J05550,-30.715336,121.84519,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,3.61,1.19,138116.2,0.0,0.0,0.0,138116.2,M 25/19,MINING LEASE,ARDEA EXPLORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/e85f1fc5-18f2-4d40-b204-d1c53324eb96
Burbanks / REG,Burbanks,J00069,-31.024473,121.139869,Operating,Mine,Decline,"Au, Ag",Eastern Goldfields Superterrane,6.0587,2.41374717,470177.3,0.0,0.0,0.0,470177.3,M 15/161,MINING LEASE,GREENSTONE RESOURCES PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/d82345de-8d87-4374-8d5d-7984f8f1ea14
Burracoppin Gold / Askari,Burracoppin Au / Askari,J00922,-31.507116,118.554868,Undeveloped,Deposit,Unspecified,"Au, Ag",South West Terrane,2.143,1.19608959,82409.3,0.0,0.0,0.0,82409.3,E 70/5049,EXPLORATION LICENCE,FIRST WESTERN GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0018de36-1f0a-4129-bbcb-8d44c0727a13
Bustler Well / Macdonald,Bustler Well,J04807,-24.797696,116.954913,Undeveloped,Deposit,Unspecified,"Au, Ag",Gascoyne Province,0.015,7.43,3583.2,0.0,0.0,0.0,3583.2,E 52/3051,EXPLORATION LICENCE,BUSTLER WELL GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b8c2f36-67ff-4f4c-8897-5bdf01916a47
Butcher Well,Butcher Well,J05455,-29.245017,122.319242,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,3.05,3.48927869,342157.4,0.0,0.0,0.0,342157.4,M 39/230,MINING LEASE,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/85478bc8-1938-405a-88b8-2ccba2fddaa6
Butchers Creek Gold,Butchers Creek Gold,J01556,-18.347277,127.815407,Shut,Mine,Openpit,"Au, Ag","Lamboo Province, Eastern Zone",5.63,1.98886323,360001.0,0.0,0.0,0.0,360001.0,M 80/651; M 80/660,MINING LEASE; MINING LEASE,HORROCKS ENTERPRISES PTY LTD; BUTCHERS CREEK METALS PTY LTD,PENDING; PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/4cd74d5c-9f24-45c7-b8de-e5a65991c646
Cadonia,Cadonia,J01490,-31.425094,119.468459,Shut,Mine,Openpit,Au,Youanmi Terrane,0.004,11.7,1504.7,0.0,0.0,0.0,1504.7,M 77/947,MINING LEASE,SALVATION GOLD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/82f91f79-3d69-4bcb-95f9-14177ab211b9
Caledonian - Summit,Caledonian - Summit,J02501,-31.007307,121.919711,Undeveloped,Deposit,Unspecified,"Au, Ag",Eastern Goldfields Superterrane,0.023,4.1,3031.8,0.0,0.0,0.0,3031.8,M 26/325,MINING LEASE,SILVER LAKE RESOURCES LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5d169927-04fe-4042-b19d-c7c5217715c4
Caravel Copper,Caravel,J03961,-30.968715,116.618928,Undeveloped,Deposit,Unspecified,"Cu, Mo, Ag, Au",Yilgarn Craton granites,1254.7,0.02230844,899911.0,0.0,0.0,0.0,899911.0,M 70/1425,MINING LEASE,CARAVEL OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b98bf2c-b076-49a1-993b-b11eacebf5e9
Carlow Castle / Artemis,Carlow Castle,J02456,-20.811957,117.066012,Undeveloped,Deposit,Unspecified,"Au, Ag, Cu, Co",Karratha Terrane,8.74,1.35114416,379667.6,0.0,0.0,0.0,379667.6,E 47/1797-I,EXPLORATION LICENCE,KML NO 2 PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/62d236b3-1b11-49e0-9759-2c1930b357e9
Carnage,Carnage,J01238,-30.380735,120.936247,Shut,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.005,14.03,2255.4,0.0,0.0,0.0,2255.4,M 24/32,MINING LEASE,GOLDTIMERS PROSPECTING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/611f6512-dc38-4055-b9ed-fceed58970c7
Carosue Dam - Khartoum,Carosue Dam - Khartoum,J02241,-30.151397,122.347119,Operating,Infrastructure,Road,"Au, Ag",Eastern Goldfields Superterrane,66.057,2.10224806,4464709.8,15.894,1.81177174,925821.2,5390531.0,L 28/24; M 28/269,MISCELLANEOUS LICENCE; MINING LEASE,NORTHERN STAR (CAROSUE DAM) PTY LTD; NORTHERN STAR (CAROSUE DAM) PTY LTD,LIVE; LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/5d63545d-2979-4c1f-8c61-350bd3b5990b
Central Goldfields,Central Goldfields,J05876,-28.810217,121.273868,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,0.291,1.54237113,14430.2,0.0,0.0,0.0,14430.2,M 37/1349,MINING LEASE,U RESOURCE PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/568fc9ad-d02c-68e6-14bc-75f1f02977f2
Central Norseman,Central Norseman,J00056,-32.123247,121.808097,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,41.0665,3.39306293,4479917.7,12.047,1.56129576,604720.3,5084638.0,M 63/156,MINING LEASE,CENTRAL NORSEMAN GOLD CORPORATION PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/11cff133-70ad-4c27-8f58-a14f8290f3f5
Central Sandstone / Aurumin,Central Sandstone,J05290,-28.073667,119.26971,Shut,Mine,Openpit,"Au, Ag",Youanmi Terrane,18.4453,1.49090153,884148.3,0.0,0.0,0.0,884148.3,M 57/128-I,MINING LEASE,SANDSTONE OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/fb668497-ccc4-4272-9533-c7525b591ed2
Cheritons Find,Cheritons Find,J01717,-31.832595,119.667612,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.1,1.2,3858.1,0.0,0.0,0.0,3858.1,E 77/1793,EXPLORATION LICENCE,BARTO GOLD MINING PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f074f31d-f2c3-498c-acd7-82cf3611a966
Citadel,Citadel,J02281,-20.771948,122.201825,Undeveloped,Deposit,Unspecified,"Au, Cu, Ag",Anketell Shelf,127.1,0.7036664,2875430.0,0.0,0.0,0.0,2875430.0,E 45/2877,EXPLORATION LICENCE,RIO TINTO WINU PTY LIMITED,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/c8de5fc5-baa6-4102-92f7-408023acd5bf
Clampton,Clampton,J01137,-29.947691,119.110461,Care and Maintenance,Mine,Openpit,"Au, Ag",Youanmi Terrane,0.005,5.464,878.4,0.0,0.0,0.0,878.4,M 77/641,MINING LEASE,AU KT PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/f2de42a2-eaec-4973-aa04-66ce6e1d6e5f
Colour Dam,Colour Dam,J02983,-30.55243,122.29983,Shut,Mine,Openpit,Au,Eastern Goldfields Superterrane,0.307,1.7,16779.5,0.0,0.0,0.0,16779.5,M 28/389,MINING LEASE,KURNALPI GOLD PTY LTD,PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/f68a9b73-e28c-4ad0-8a0e-c93011d1c4da
Comet / Valiant,Comet,J07167,-27.540306,118.040209,Care and Maintenance,Mine,Openpit,"Au, Ag",Youanmi Terrane,4.075,2.43138969,318546.3,0.0,0.0,0.0,318546.3,M 21/72,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/4f938d28-9d90-38b2-71aa-cdb9d9f72fec
Comet Vale - Sand Queen,Comet Vale -Queen,J00066,-29.95323,121.128471,Undeveloped,Deposit,Unspecified,Au,Eastern Goldfields Superterrane,8.0002,3.74704482,963785.0,0.103,2.7,8941.1,972726.1,M 29/52,MINING LEASE,ORMINEX WEST PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/74d4315b-b7b4-4d69-94c4-57ca28a91db7
Coodardy - Behring Well,Coodardy - Behring Well,J00067,-27.155938,117.806712,Undeveloped,Deposit,Unspecified,"Au, Ag",Youanmi Terrane,0.151,2.3,11165.9,0.0,0.0,0.0,11165.9,M 20/455,MINING LEASE,"BRAND, ADAM",LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/73802715-5cab-4c16-ab45-5b8d996b3bb3
Cookes Hill,Cookes Hill,J02672,-20.730406,118.66051,Undeveloped,Deposit,Unspecified,"Au, Ag",Sisters Supersuite,1.5,1.18,56906.7,0.0,0.0,0.0,56906.7,E 45/5213; E 45/7209,EXPLORATION LICENCE; EXPLORATION LICENCE,HAOMA MINING NL; NORTHERN STAR (PILBARA) PTY LTD,PENDING; PENDING,https://minedex.dmirs.wa.gov.au/Web/projects/details/765f541e-ba66-4452-92ad-6e1a4b27723c
Coolgardie Gold,Coolgardie - MacPhersons,J00229,-31.016562,121.198854,Operating,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,0.995,1.19648241,38275.4,0.84,1.17214286,31655.6,69931.0,M 15/40,MINING LEASE,MACPHERSONS REWARD PTY LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/aa0df2e2-0171-4b7e-b1b3-7e7251347e9b
Coolgardie Gold / Focus,Coolgardie,J00014,-30.969516,121.18281,Shut,Mine,Openpit,"Au, Ag",Eastern Goldfields Superterrane,46.2119,1.84409884,2739860.5,6.192,2.08484819,415045.6,3154906.1,M 15/646,MINING LEASE,FOCUS MINERALS LTD,LIVE,https://minedex.dmirs.wa.gov.au/Web/projects/details/8a006330-184f-42f1-bd93-7e013be74654
