OBJECTID,PROJ_NAME,PROJ_SHORT,PROJ_CODE,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA,TENEMENT_IDS,TENEMENT_TYPES,TENEMENT_HOLDERS,TENEMENT_STATUS,SITE_TYPE,SITE_SUBTYPE,SITE_STAGE,SITE_COMMODITIES
331145,8 Mile Dam,8 Mile Dam,J05288,Gold,S0236141,-30.645288,121.462217,Eastern Goldfields Superterrane,Gold,Au,Yes,7.014346,million tonnes,1.392,gram/tonne,9763.969632,kilogram,313918.91735412,ounce (troy),,,,,,,,,9763.969632,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5b8675fc-712e-40fa-bbe3-1232939d7bbd,10/04/2026,P 26/3351,PROSPECTING LICENCE,NORTHERN STAR (KLV) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331146,Abednego West,Abednego West,J01022,Gold,S0002219,-28.833347,121.773913,Eastern Goldfields Superterrane,Gold,Au,Yes,0.07,million tonnes,2.1,gram/tonne,147,kilogram,4726.159809,ounce (troy),,,,,,,,,147,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/55b018f0-81a3-4ae6-900b-0049fdfd0a72,10/04/2026,M 39/427; L 37/195,MINING LEASE; MISCELLANEOUS LICENCE,GOLDEN CLIFFS NL; NAVIGATOR MINING PTY LTD,LIVE; LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331147,Abercromby,Abercromby,J05771,Gold,S0239009,-26.820527,120.329551,Eastern Goldfields Superterrane,Gold,Au,Yes,11.118,million tonnes,1.4496708,gram/tonne,16117.44,kilogram,518187.73572768,ounce (troy),,,,,,,,,16117.44,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f0b566d0-e06b-503d-f499-3d2f7580388b,10/04/2026,M 53/1095,MINING LEASE,NOVA ENERGY PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331155,Agnew - Emu,Agnew - Emu,J00098,Gold,S0019084,-28.004485,120.505808,Yilgarn Craton,Gold,Au,Yes,10.372,million tonnes,4.67261859,gram/tonne,48464.4,kilogram,1558166.6629068,ounce (troy),4.581,million tonnes,6.62311722,gram/tonne,30340.5,kilogram,975469.7393535,ounce (troy),78804.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7354e345-ca95-44ad-a82c-17e812f2cb91,10/04/2026,M 36/53,MINING LEASE,AGNEW GOLD MINING COMPANY PTY LIMITED,LIVE,Mine,Decline,Operating,"Au, Ag"
331172,Albury Heath,Albury Heath,J00002,Gold,S0000002,-26.787357,118.574415,Youanmi Terrane,Gold,Au,Yes,0.528,million tonnes,2.09,gram/tonne,1103.52,kilogram,35478.99232944,ounce (troy),,,,,,,,,1103.52,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/755834c6-06dd-4de1-9155-2768bb68aef6,10/04/2026,M 51/892,MINING LEASE,BIG BELL GOLD OPERATIONS PTY LTD,LIVE,Mine,Unspecified,Operating,"Au, Ag"
331173,Aldiss - Karonie,Aldiss - Karonie,J00184,Gold,S0000390,-31.03367,122.561017,Eastern Goldfields Superterrane,Gold,Au,Yes,7.975,million tonnes,1.84369906,gram/tonne,14703.5,kilogram,472728.5085145,ounce (troy),0.404,million tonnes,1.9,gram/tonne,767.6,kilogram,24678.9133972,ounce (troy),15471.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b20f396b-6282-45b2-ad93-ede776e611de,10/04/2026,M 28/43,MINING LEASE,SILVER LAKE (INTEGRA) PTY LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331174,Alicia,Alicia,J01048,Gold,S0002312,-28.666255,121.93931,Eastern Goldfields Superterrane,Gold,Au,Yes,0.038,million tonnes,3.88763158,gram/tonne,147.73,kilogram,4749.62985431,ounce (troy),,,,,,,,,147.73,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c374b56e-2826-457c-9bec-98f02f132542,10/04/2026,M 39/701,MINING LEASE,WESTCAPE NOMINEES PTY LTD,LIVE,Mine,Openpit,Shut,Au
331193,Anglo Saxon - Trouser Legs,Anglo Saxon - Trouser Legs,J00424,Gold,S0000811,-30.076767,122.731489,Eastern Goldfields Superterrane,Gold,Au,Yes,4.917,million tonnes,2.83439089,gram/tonne,13936.7,kilogram,448075.3157149,ounce (troy),0.73,million tonnes,2.66,gram/tonne,1941.8,kilogram,62430.3205246,ounce (troy),15878.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/698002bd-8d52-4768-9abb-b91d5d758c01,10/04/2026,M 31/284,MINING LEASE,GEL RESOURCES PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331198,Anthill ,Anthill ,J04003,Gold,S0225239,-30.483628,121.006346,Eastern Goldfields Superterrane,Gold,Au,Yes,1.42,million tonnes,1.71978873,gram/tonne,2442.1,kilogram,78515.3392487,ounce (troy),,,,,,,,,2442.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a529b479-b107-4339-8446-a0c2879ec49b,10/04/2026,M 16/531,MINING LEASE,NORTHERN STAR RESOURCES LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331199,Aphrodite,Aphrodite,J03406,Gold,S0225534,-30.180871,121.225082,Eastern Goldfields Superterrane,Gold,Au,Yes,22.8,million tonnes,2.18464912,gram/tonne,49810,kilogram,1601428.70807,ounce (troy),,,,,,,,,49810,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ef0e385f-b888-4889-90f2-2e2a28e5fb12,10/04/2026,M 24/720,MINING LEASE,APHRODITE GOLD PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331200,Apollo Hill,Apollo Hill,J02118,Gold,S0005564,-29.153011,121.675721,Eastern Goldfields Superterrane,Gold,Au,Yes,137,million tonnes,0.51105109,gram/tonne,70014,kilogram,2251002.400458,ounce (troy),104.6,million tonnes,0.47183556,gram/tonne,49354,kilogram,1586767.967438,ounce (troy),119368,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d8bbec0e-5789-4f51-af10-7a3816a836e6,10/04/2026,M 31/486,MINING LEASE,SATURN METALS LIMITED,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331218,Ashburton / Kalamazoo,Ashburton,J02216,Gold,S0006409,-23.431998,117.900012,Ashburton Basin,Gold,Au,Yes,17.958,million tonnes,2.84632153,gram/tonne,51114.242,kilogram,1643361.06263877,ounce (troy),,,,,,,,,51114.242,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6443b99a-8595-4a23-9ea2-5192cf2937c7,10/04/2026,M 52/639,MINING LEASE,KALAMAZOO RESOURCES LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331232,Austin - Quinns Base Metals,Austin - Quinns,J04877,Copper,S0025428,-27.139847,118.513827,Youanmi Terrane,Gold,Au,No,1.484422,million tonnes,0.23641442,gram/tonne,350.93876,kilogram,11282.94328525,ounce (troy),,,,,,,,,350.93876,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6ddffe01-43aa-40ba-97e4-7fecbd402b7c,10/04/2026,E 51/1157,EXPLORATION LICENCE,CNN INVESTMENTS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Zn, Ag, Au"
331248,Baden Powell / Horizon,Baden Powell,J05474,Gold,S0000006,-30.239138,121.222793,Eastern Goldfields Superterrane,Gold,Au,Yes,0.595,million tonnes,1.2,gram/tonne,714,kilogram,22955.633358,ounce (troy),,,,,,,,,714,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/769439f5-5792-44e6-9f2e-69a771a4c8e6,10/04/2026,M 24/959,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331249,Badja,Badja,J01716,Gold,S0004559,-28.587298,116.86833,Youanmi Terrane,Gold,Au,Yes,0.5759,million tonnes,2.18440181,gram/tonne,1257.997,kilogram,40445.54327376,ounce (troy),0.015,million tonnes,6.1,gram/tonne,91.5,kilogram,2941.7933505,ounce (troy),1349.497,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1104c648-618c-4632-a54e-d5ced3208696,10/04/2026,M 59/739,MINING LEASE,CORUSCANT MINERALS PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331260,Bali,Bali,J01536,Copper,S0003870,-23.406107,116.933308,Blair Basin,Gold,Au,No,0.095,million tonnes,0.2,gram/tonne,19,kilogram,610.864193,ounce (troy),,,,,,,,,19,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/2af33503-e627-48b9-96da-66a4c831d79d,10/04/2026,E 08/2894,EXPLORATION LICENCE,NORWEST MINERALS LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Pb, Au, Cu, Ag, Zn, U"
331269,Bamboo - Strattons,Bamboo - Strattons,J06908,Gold,S0001142,-20.893056,120.191606,Northeast Pilbara Sub-basin,Gold,Au,Yes,0.3,million tonnes,0.31,gram/tonne,93,kilogram,2990.019471,ounce (troy),,,,,,,,,93,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f5067327-d6d0-32be-8e21-1a2bfba1a454,10/04/2026,E 45/3724,EXPLORATION LICENCE,NULLAGINE GOLD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331271,Bamboo Creek Gold,Bamboo Creek,J00008,Gold,S0019828,-21.093721,119.363367,Warrawoona  Large Igneous Province,Gold,Au,Yes,17.69,million tonnes,1.12927077,gram/tonne,19976.8,kilogram,642269.0426696,ounce (troy),0.636,million tonnes,3.2995283,gram/tonne,2098.5,kilogram,67468.3425795,ounce (troy),22075.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/76438ca8-3729-472c-bc5c-c47b50e44881,10/04/2026,M 45/328,MINING LEASE,HAOMA MINING NL,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331275,Barrambie Gold,Barrambie,J00013,Gold,S0000026,-27.367768,119.074608,Youanmi Terrane,Gold,Au,Yes,0.285,million tonnes,1.60701754,gram/tonne,458,kilogram,14725.042126,ounce (troy),,,,,,,,,458,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/2457235c-f2cb-4b4a-83c5-7edc2189eb67,10/04/2026,E 57/769-I,EXPLORATION LICENCE,AVANTI EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331286,Battler / IMD,Battler,J04801,Gold,S0020968,-31.346346,119.389607,Youanmi Terrane,Gold,Au,Yes,0.452,million tonnes,2.86106195,gram/tonne,1293.2,kilogram,41577.3460204,ounce (troy),0.142,million tonnes,3.78450704,gram/tonne,537.4,kilogram,17277.8114378,ounce (troy),1830.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e3c20726-f7a8-46fa-a2fd-f5d29ca5a0c3,10/04/2026,M 77/1285,MINING LEASE,GEKO EXPLORE PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331288,Beatons Creek JV,Beatons Creek,J04143,Gold,S0000030,-21.870319,120.101608,Northeast Pilbara Sub-basin,Gold,Au,Yes,4.58,million tonnes,2.1180131,gram/tonne,9700.5,kilogram,311878.3212735,ounce (troy),,,,,,,,,9700.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e0d2d1b8-9cb0-4848-9b86-7ebc3badbdff,10/04/2026,M 46/11,MINING LEASE,BEATONS CREEK GOLD PTY LTD,LIVE,Mine,Openpit,Operating,Au
331296,Bellchambers - Sandstone,Bellchambers,J00016,Gold,S0000031,-28.162015,119.140308,Youanmi Terrane,Gold,Au,Yes,0.762,million tonnes,1.27471129,gram/tonne,971.33,kilogram,31228.98508351,ounce (troy),,,,,,,,,971.33,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a8d5baa5-1ed2-45ae-8f39-5d96a607cde4,10/04/2026,M 57/671,MINING LEASE,"LEGENDRE, BRUCE ROBERT",LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331297,Bellevue,Bellevue,J04770,Gold,S0000933,-27.636059,120.55763,Eastern Goldfields Superterrane,Gold,Au,Yes,10.67,million tonnes,8.98900656,gram/tonne,95912.7,kilogram,3083664.9517869,ounce (troy),8.56,million tonnes,4.67675234,gram/tonne,40033,kilogram,1287090.854651,ounce (troy),135945.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8e4c069a-0a2b-44ad-92fc-50bdc54f753e,10/04/2026,M 36/25,MINING LEASE,GOLDEN SPUR RESOURCES PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
331313,Black Jack / Duffy,Black Jack,J04148,Gold,S0004853,-29.743784,121.072719,Eastern Goldfields Superterrane,Gold,Au,Yes,0.255846,million tonnes,1.95478647,gram/tonne,500.1243,kilogram,16079.36983785,ounce (troy),,,,,,,,,500.1243,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4afe2e51-a224-4b2e-a773-957b9451a347,10/04/2026,M 29/322,MINING LEASE,"DUFFY, MICHAEL PETER",LIVE,Mine,Openpit,Shut,"Au, Ag"
331315,Blue Bar,Blue Bar,J01290,Gold,S0004398,-21.398997,119.704211,Marble Bar Sub-basin,Gold,Au,Yes,0.3,million tonnes,1.888,gram/tonne,566.4,kilogram,18210.1831008,ounce (troy),,,,,,,,,566.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5532baa3-a828-4103-92be-d6d81c8d62e2,10/04/2026,M 45/906,MINING LEASE,HAOMA MINING NL,LIVE,Mine,Openpit,Operating,Au
331317,Blue Spec / Novo,Blue Spec,J00126,Gold,S0000247,-21.820903,120.273032,Mosquito Creek Basin,Gold,Au,Yes,0.242,million tonnes,24.35289256,gram/tonne,5893.4,kilogram,189477.2123698,ounce (troy),0.2,million tonnes,11.2,gram/tonne,2240,kilogram,72017.67328,ounce (troy),8133.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ad35ae61-86ef-4dc6-bbf5-40def24f5514,10/04/2026,M 46/115,MINING LEASE,CALIDUS BLUE SPEC PTY LTD,LIVE,Mine,Shaft,Proposed,"Au, Sb, Ag"
331321,Boddington Gold,Boddington,J00026,Gold,S0001007,-32.753064,116.35753,South West Terrane,Gold,Au,Yes,248.2,million tonnes,0.53828767,gram/tonne,133603,kilogram,4295436.251441,ounce (troy),559.7,million tonnes,0.60403252,gram/tonne,338077,kilogram,10869428.093519,ounce (troy),471680,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/acb22efa-42d5-4321-a4db-6509349df262,10/04/2026,M 70/24,MINING LEASE,JAPAN ALUMINA ASSOCIATES (AUSTRALIA) PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Cu, As, Bi, Ag"
331329,Boomerang Tailings,Boomerang Tailings,J01289,Gold,S0002900,-28.788085,122.65221,Burtville Terrane,Gold,Au,Yes,0.015,million tonnes,2,gram/tonne,30,kilogram,964.52241,ounce (troy),,,,,,,,,30,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3abc41d8-a36e-4980-868e-5657e881e627,10/04/2026,L 38/173; M 38/1281,MISCELLANEOUS LICENCE; MINING LEASE,LAVERTON GOLD PTY LTD; LAVERTON GOLD PTY LTD,LIVE; LIVE,Infrastructure,Tailings storage facility,Shut,Au
331336,Boorara / Horizon,Boorara,J02851,Gold,S0230957,-30.803847,121.641924,Eastern Goldfields Superterrane,Gold,Au,Yes,10.53,million tonnes,1.26875594,gram/tonne,13360,kilogram,429533.97992,ounce (troy),1.2391,million tonnes,1.24027843,gram/tonne,1536.829,kilogram,49410.20036126,ounce (troy),14896.829,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/95529908-32da-4ade-8418-a98fbf7c02c6,10/04/2026,M 26/29,MINING LEASE,POLYMETALS (WA) PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331338,Bottle Creek,Bottle Creek,J00028,Gold,S0001113,-29.178289,120.456428,Eastern Goldfields Superterrane,Gold,Au,Yes,6.8685,million tonnes,1.67686758,gram/tonne,11517.565,kilogram,370298.31837106,ounce (troy),4.168,million tonnes,1.78234165,gram/tonne,7428.8,kilogram,238841.4693136,ounce (troy),18946.365,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4e0d737b-a8f0-45d0-ac41-25e6d09cb180,10/04/2026,M 29/150,MINING LEASE,AURENNE MT IDA PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331355,Brightstar / Stone,Brightstar,J00233,Gold,S0020461,-28.724517,122.725654,Burtville Terrane,Gold,Au,Yes,3.334,million tonnes,1.93137373,gram/tonne,6439.2,kilogram,207025.0900824,ounce (troy),,,,,,,,,6439.2,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/bd52e77e-87a5-4f9c-bb76-65a2a6cd0626,10/04/2026,M 38/968,MINING LEASE,DESERT EXPLORATION PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331356,British Hill / IMD,British Hill,J05748,Gold,S0002542,-31.845886,119.608911,Youanmi Terrane,Gold,Au,Yes,1.025,million tonnes,1.65442146,gram/tonne,1695.782,kilogram,54520.65804915,ounce (troy),,,,,,,,,1695.782,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3472b68e-a781-22e4-f0e5-a5e8ba564e86,10/04/2026,M 77/1256,MINING LEASE,IMD GOLD MINES PROPRIETARY LIMITED,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331357,British King,British King,J00924,Gold,S0001930,-27.939629,121.243194,Eastern Goldfields Superterrane,Gold,Au,Yes,0.263,million tonnes,4.50722433,gram/tonne,1185.4,kilogram,38111.4954938,ounce (troy),,,,,,,,,1185.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e1da7a01-df98-4aa1-bf73-abbafce6ae3f,10/04/2026,M 37/30,MINING LEASE,CENTRAL IRON ORE LTD,LIVE,Mine,Shaft,Care and Maintenance,"Au, Ag"
331358,Broads Dam Dumps,Broads Dam Dumps,J01879,Gold,S0005008,-30.566178,121.11201,Yilgarn Craton,Gold,Au,Yes,0.33,million tonnes,1.05454545,gram/tonne,348,kilogram,11188.459956,ounce (troy),,,,,,,,,348,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/01711a04-9037-4116-9c7f-2b97f547cbd1,10/04/2026,M 16/534,MINING LEASE,HAYES MINING PTY LTD,LIVE,Mine,Tailings storage facility,Shut,Au
331359,Broads Dam South - Blue Funnel,Broads Dam South - Blue Funnel,J00023,Gold,S0003797,-30.583204,121.125146,Yilgarn Craton,Gold,Au,Yes,0.37,million tonnes,2.82918919,gram/tonne,1046.8,kilogram,33655.4019596,ounce (troy),,,,,,,,,1046.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/897f5c41-1bed-4d53-8e9c-5c8f1d69f4aa,10/04/2026,M 16/19,MINING LEASE,CEREP PTY LTD,LIVE,Mine,Unspecified,Shut,"Au, Ag"
331372,Bronzewing South / Yandal,Bronzewing South,J02791,Gold,S0237943,-27.318681,120.894942,Eastern Goldfields Superterrane,Gold,Au,Yes,1.48,million tonnes,1.15,gram/tonne,1702,kilogram,54720.571394,ounce (troy),,,,,,,,,1702,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/15860aa7-7c4e-4789-944d-c6f8e58bbe25,10/04/2026,E 36/869,EXPLORATION LICENCE,CARNEGIE EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331379,Bruno-Lewis,Bruno-Lewis,J06760,Gold,S0021757,-28.786473,121.587786,Eastern Goldfields Superterrane,Gold,Au,Yes,11.811,million tonnes,1.35601558,gram/tonne,16015.9,kilogram,514923.1488773,ounce (troy),5,million tonnes,1,gram/tonne,5000,kilogram,160753.735,ounce (troy),21015.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d44796b3-dc22-4971-33a9-497859371f77,10/04/2026,M 37/277,MINING LEASE,REDCLIFFE PROJECT PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
331380,Bryah Basin - Catalyst / Alchemy,Bryah Basin,J00361,Gold,S0236466,-25.705794,118.845193,"Yilgarn Craton, Marymia Inlier",Gold,Au,Yes,2.235,million tonnes,1.57248322,gram/tonne,3514.5,kilogram,112993.8003315,ounce (troy),,,,,,,,,3514.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/cffc0922-c4c0-4f14-a8cf-0ba369f1eb80,10/04/2026,M 52/1049,MINING LEASE,ALCHEMY RESOURCES (THREE RIVERS) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331393,Bulgera Creek,Bulgera Creek,J04985,Gold,S0002110,-25.109975,119.823412,Eastern Goldfields Superterrane,Gold,Au,Yes,23.81,million tonnes,0.65353213,gram/tonne,15560.6,kilogram,500284.9137682,ounce (troy),,,,,,,,,15560.6,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/86f94cf6-7d32-4edf-ba06-db9fa4b395ff,10/04/2026,M 52/1085,MINING LEASE,NORWEST MINERALS LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331394,Bullabulling,Bullabulling,J00033,Gold,S0004942,-31.006446,120.905612,Eastern Goldfields Superterrane,Gold,Au,Yes,135.7,million tonnes,1.03666175,gram/tonne,140675,kilogram,4522806.334225,ounce (troy),,,,,,,,,140675,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ca4a884-4fb9-4ecf-a47d-90e6c66d6547,10/04/2026,M 15/503,MINING LEASE,BULLABULLING OPERATIONS PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
331395,Bullabulling North,Bullabulling North,J01519,Gold,S0234229,-30.862362,120.901857,Eastern Goldfields Superterrane,Gold,Au,Yes,1.417,million tonnes,1.28009174,gram/tonne,1813.89,kilogram,58317.91847583,ounce (troy),1.285,million tonnes,1.09696498,gram/tonne,1409.6,kilogram,45319.6929712,ounce (troy),3223.49,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1aa5366f-ff79-4fa8-a0dc-bd6e1653c968,10/04/2026,M 15/621,MINING LEASE,BEACON MINING PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
331401,Bulong - Jarvis,Bulong - Jarvis,J01897,Gold,S0005056,-30.753146,121.791305,Eastern Goldfields Superterrane,Gold,Au,Yes,0.179,million tonnes,3.1,gram/tonne,554.9,kilogram,17840.4495103,ounce (troy),,,,,,,,,554.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/18046edc-b21a-4133-91ae-cf7a3df1d00f,10/04/2026,M 25/356,MINING LEASE,BOULDER INVESTMENTS GROUP PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
331402,Bulong - Taurus Eluvials,Bulong - Taurus Eluvials,J00037,Gold,S0000072,-30.718107,121.844813,Eastern Goldfields Superterrane,Gold,Au,Yes,0.5,million tonnes,1.58,gram/tonne,790,kilogram,25399.09013,ounce (troy),,,,,,,,,790,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ef798cd-5767-48b0-a5a2-542dca9e22d9,10/04/2026,M 25/19,MINING LEASE,ARDEA EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,Au
331404,Bulong South Gold,Bulong South,J03557,Gold,S0235008,-30.816281,121.762912,Eastern Goldfields Superterrane,Gold,Au,Yes,1.36,million tonnes,1.77492647,gram/tonne,2413.9,kilogram,77608.6881833,ounce (troy),0.135,million tonnes,4.1,gram/tonne,553.5,kilogram,17795.4384645,ounce (troy),2967.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8ad693e1-f6a9-4e68-9647-764da145957a,10/04/2026,M 25/333,MINING LEASE,BLACK MOUNTAIN GOLD PTY LIMITED,LIVE,Mine,Decline,Proposed,"Au, Ag"
331405,Bulong Taurus Gold,Bulong Taurus,J05550,Gold,S0239970,-30.715336,121.84519,Eastern Goldfields Superterrane,Gold,Au,Yes,3.61,million tonnes,1.19,gram/tonne,4295.9,kilogram,138116.3940373,ounce (troy),,,,,,,,,4295.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e85f1fc5-18f2-4d40-b204-d1c53324eb96,10/04/2026,M 25/19,MINING LEASE,ARDEA EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331417,Burbanks / REG,Burbanks,J00069,Gold,S0236611,-31.024473,121.139869,Eastern Goldfields Superterrane,Gold,Au,Yes,6.0587,million tonnes,2.41374717,gram/tonne,14624.17,kilogram,470177.98975499,ounce (troy),,,,,,,,,14624.17,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d82345de-8d87-4374-8d5d-7984f8f1ea14,10/04/2026,M 15/161,MINING LEASE,GREENSTONE RESOURCES PTY LIMITED,LIVE,Mine,Decline,Operating,"Au, Ag"
331428,Burracoppin Gold / Askari,Burracoppin Au / Askari,J00922,Gold,S0239928,-31.507116,118.554868,South West Terrane,Gold,Au,Yes,2.143,million tonnes,1.19608959,gram/tonne,2563.22,kilogram,82409.43772534,ounce (troy),,,,,,,,,2563.22,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0018de36-1f0a-4129-bbcb-8d44c0727a13,10/04/2026,E 70/5049,EXPLORATION LICENCE,FIRST WESTERN GOLD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331429,Bustler Well / Macdonald,Bustler Well,J04807,Gold,S0002889,-24.797696,116.954913,Gascoyne Province,Gold,Au,Yes,0.015,million tonnes,7.43,gram/tonne,111.45,kilogram,3583.20075315,ounce (troy),,,,,,,,,111.45,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0b8c2f36-67ff-4f4c-8897-5bdf01916a47,10/04/2026,E 52/3051,EXPLORATION LICENCE,BUSTLER WELL GOLD PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
331430,Butcher Well,Butcher Well,J05455,Gold,S0225673,-29.245017,122.319242,Eastern Goldfields Superterrane,Gold,Au,Yes,3.05,million tonnes,3.48927869,gram/tonne,10642.3,kilogram,342157.8947981,ounce (troy),,,,,,,,,10642.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/85478bc8-1938-405a-88b8-2ccba2fddaa6,10/04/2026,M 39/230,MINING LEASE,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,LIVE,Mine,Openpit,Shut,"Au, Ag"
331435,Butchers Creek Gold,Butchers Creek Gold,J01556,Gold,S0003988,-18.347277,127.815407,"Lamboo Province, Eastern Zone",Gold,Au,Yes,5.63,million tonnes,1.98886323,gram/tonne,11197.3,kilogram,360001.5593831,ounce (troy),,,,,,,,,11197.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/4cd74d5c-9f24-45c7-b8de-e5a65991c646,10/04/2026,M 80/651; M 80/660,MINING LEASE; MINING LEASE,HORROCKS ENTERPRISES PTY LTD; BUTCHERS CREEK METALS PTY LTD,PENDING; PENDING,Mine,Openpit,Shut,"Au, Ag"
