OBJECTID,PROJ_NAME,PROJ_SHORT,PROJ_CODE,PRI_P_COM,LOC_SITE,LATITUDE,LONGITUDE,TECT_UNIT,EST_COM,EST_COM_AB,EST_COM_P,RES_QTY,RES_QTY_U,RES_QTY_G,RES_QTY_GU,RES_CON,RES_CON_U,ARES_CON,ARES_CON_U,RV_QTY,RV_QTY_U,RV_QTY_G,RV_QTY_GU,RV_CON,RV_CON_U,ARV_CON,ARV_CON_U,POINT_SIZE,POINT_UNIT,PROJ_URL,EXTRACT_DA,TENEMENT_IDS,TENEMENT_TYPES,TENEMENT_HOLDERS,TENEMENT_STATUS,SITE_TYPE,SITE_SUBTYPE,SITE_STAGE,SITE_COMMODITIES
332330,Laverton Gold JV,Laverton Gold JV,J07132,Gold,S0236302,-29.382583,122.368418,Eastern Goldfields Superterrane,Gold,Au,Yes,0.231,million tonnes,1.82121212,gram/tonne,420.7,kilogram,13525.8192629,ounce (troy),,,,,,,,,420.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/da5e3de7-373c-eb13-2a79-7082044951b0,10/04/2026,M 39/1099,MINING LEASE,"WILSON, WALTER SCOTT",LIVE,Mine,Openpit,Shut,"Au, Ag"
332338,Lennons Find,Lennons Find,J00563,Zinc,S0001335,-21.355836,120.239108,Warrawoona  Large Igneous Province,Gold,Au,No,1.55,million tonnes,0.28,gram/tonne,434,kilogram,13953.424198,ounce (troy),,,,,,,,,434,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3c9dab20-f685-432a-a0cf-5effd5d5381f,10/04/2026,M 45/368,MINING LEASE,"FLETCHER, JOY ANN",LIVE,Deposit,Unspecified,Undeveloped,"Zn, Pb, Ag"
332342,Leonora - Crawford and Gambier Lass,Leonora,J02802,Gold,S0022741,-28.878056,121.58491,Eastern Goldfields Superterrane,Gold,Au,Yes,3.745,million tonnes,1,gram/tonne,3745,kilogram,120404.547515,ounce (troy),1.002,million tonnes,0.91,gram/tonne,911.82,kilogram,29315.69412954,ounce (troy),4656.82,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1d926016-80b9-4fe3-b6bd-2b39d438fa56,10/04/2026,M 37/1202,MINING LEASE,CAVALIER RESOURCES LIMITED,LIVE,Mine,Openpit,Proposed,"Au, Ag"
332343,Leonora / Iris,Leonora,J06780,Gold,S0005385,-28.820893,121.680029,Eastern Goldfields Superterrane,Gold,Au,Yes,0.005,million tonnes,9,gram/tonne,45,kilogram,1446.783615,ounce (troy),,,,,,,,,45,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d03924eb-dc7e-d144-0d70-50d0b414a323,10/04/2026,P 37/9033,PROSPECTING LICENCE,IRIS METALS LIMITED,LIVE,Mine,Scraping-Detecting area,Proposed,Au
332344,Leonora / Patronus,Leonora - Cardinia,J00232,Gold,S0001124,-28.667341,121.545767,Eastern Goldfields Superterrane,Gold,Au,Yes,20.5474,million tonnes,1.43767435,gram/tonne,29540.47,kilogram,949748.17723109,ounce (troy),2.39,million tonnes,1.70711297,gram/tonne,4080,kilogram,131175.04776,ounce (troy),33620.47,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e22c92b1-d0f8-46cf-8fa3-529df64c95b5,10/04/2026,M 37/82,MINING LEASE,NAVIGATOR MINING PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332352,Liberty - Indee,Liberty - Indee,J03482,Zinc,S0023497,-21.096425,117.847208,Sisters Supersuite,Gold,Au,No,0.59,million tonnes,0.98372881,gram/tonne,580.4,kilogram,18660.2935588,ounce (troy),0.5,million tonnes,0.88,gram/tonne,440,kilogram,14146.32868,ounce (troy),1020.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/1478d8d6-ad06-41a2-a8f8-6934877d5042,10/04/2026,M 47/1455,MINING LEASE,JUTT RESOURCES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Cu, Zn, Pb, Au, Ag"
332357,Linden Gold,Linden Gold,J02325,Gold,S0000709,-29.376492,122.435829,Eastern Goldfields Superterrane,Gold,Au,Yes,0.132,million tonnes,10.02121212,gram/tonne,1322.8,kilogram,42529.0081316,ounce (troy),0.391,million tonnes,5.64890026,gram/tonne,2208.72,kilogram,71011.99791384,ounce (troy),3531.52,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/86777438-745e-4e73-8c74-16edca176e30,10/04/2026,M 39/255,MINING LEASE,SECOND FORTUNE GOLD PROJECT PTY LTD,LIVE,Mine,Decline,Operating,"Au, Ag"
332358,Lindsays,Lindsays,J01525,Gold,S0001076,-30.331503,121.69581,Eastern Goldfields Superterrane,Gold,Au,Yes,3.9732,million tonnes,1.68773533,gram/tonne,6705.71,kilogram,215593.58566537,ounce (troy),,,,,,,,,6705.71,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3bce559e-78d6-48de-8cf6-efdc8ab16096,10/04/2026,M 27/169,MINING LEASE,TOP GLOBAL MINING PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,Au
332359,Livingstone Gold,Livingstone,J02143,Gold,S0236670,-25.575885,117.661179,Padbury Basin,Gold,Au,Yes,2.809,million tonnes,1.35538626,gram/tonne,3807.28,kilogram,122406.89603816,ounce (troy),,,,,,,,,3807.28,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/83452ea1-49bd-4755-bfbd-f0c2b85f1d81,10/04/2026,E 52/3403-I,EXPLORATION LICENCE,TRILLBAR RESOURCES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332382,Maguires Reward,Maguires Reward,J05862,Gold,S0239950,-27.00269,117.782915,Youanmi Terrane,Gold,Au,Yes,0.3121,million tonnes,2.15979494,gram/tonne,674.072,kilogram,21671.91833178,ounce (troy),,,,,,,,,674.072,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/013dc98e-e52f-474b-0759-603187642382,10/04/2026,P 20/2318,PROSPECTING LICENCE,OZZ RESOURCES LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332389,Majestic North ,Majestic North ,J04387,Gold,S0230392,-30.854622,121.929779,Eastern Goldfields Superterrane,Gold,Au,Yes,1.375,million tonnes,1.14164364,gram/tonne,1569.76,kilogram,50468.95661072,ounce (troy),,,,,,,,,1569.76,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/715f7547-a8cf-4565-8035-e02d6871346d,10/04/2026,M 25/369,MINING LEASE,FORTIFY MINING PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332397,Malcolm,Malcolm,J03099,Gold,S0022979,-28.939897,121.503008,Eastern Goldfields Superterrane,Gold,Au,Yes,0.2502,million tonnes,6.21079137,gram/tonne,1553.94,kilogram,49960.33179318,ounce (troy),,,,,,,,,1553.94,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f1d93382-eaf0-4175-b96a-7c1636ba6d90,10/04/2026,M 37/1164,MINING LEASE,GOLDLAKE TWO HOLDINGS PTY LTD,LIVE,Mine,Unspecified,Shut,Au
332398,Malcolm Challenger Gold - Murrin Murrin,Malcolm Challenger - Murrin Murrin,J00270,Gold,S0000584,-28.899707,121.817764,Eastern Goldfields Superterrane,Gold,Au,Yes,0.547,million tonnes,3.12,gram/tonne,1706.64,kilogram,54869.75086008,ounce (troy),,,,,,,,,1706.64,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d28741c4-eac0-4c22-9bc6-0cc98f5e10d5,10/04/2026,M 39/1068,MINING LEASE,KUMARINA RESOURCES PTY LTD,LIVE,Mine,Openpit,Operating,Au
332399,Malcolm Gold,Malcolm,J05257,Gold,S0236487,-28.936891,121.511638,Eastern Goldfields Superterrane,Gold,Au,Yes,0.2943,million tonnes,1.53261638,gram/tonne,451.049,kilogram,14501.5622836,ounce (troy),,,,,,,,,451.049,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/172b63b1-9fb2-4cbb-9eac-029d878018f8,10/04/2026,P 37/8824,PROSPECTING LICENCE,MT MALCOLM GOLD HOLDINGS PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332400,Manayaparn,Manayaparn,J02490,Gold,S0018978,-26.362417,120.948809,Eastern Goldfields Superterrane,Gold,Au,Yes,6,million tonnes,1.78666667,gram/tonne,10720,kilogram,344656.00784,ounce (troy),,,,,,,,,10720,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e53a6d71-7b11-4f2d-983d-06126f25e9e9,10/04/2026,E 53/1304,EXPLORATION LICENCE,NORTHERN STAR RESOURCES LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332401,Mandilla,Mandilla,J02817,Gold,S0022527,-31.378336,121.520113,Eastern Goldfields Superterrane,Gold,Au,Yes,41.7,million tonnes,1.10863309,gram/tonne,46230,kilogram,1486329.03381,ounce (troy),34.269,million tonnes,0.89838746,gram/tonne,30786.84,kilogram,989819.90376948,ounce (troy),77016.84,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/069c8fbe-b4a5-423e-ad04-55565b367ae1,10/04/2026,M 15/633,MINING LEASE,ASTRAL RESOURCES NL,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332402,Mangaroon Gold,Mangaroon,J00222,Gold,S0000469,-23.867585,115.746111,Gascoyne Province,Gold,Au,Yes,0.0756,million tonnes,11.0781746,gram/tonne,837.51,kilogram,26926.57211997,ounce (troy),,,,,,,,,837.51,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a4d7aec5-5240-416b-bf69-86fdf3258604,10/04/2026,M 09/175,MINING LEASE,DREADNOUGHT EXPLORATION PTY LTD,LIVE,Mine,Shaft,Care and Maintenance,"Au, Pb, Ag"
332422,Marda / Southern Cross,Marda,J02854,Gold,S0003795,-29.744697,119.483508,Youanmi Terrane,Gold,Au,Yes,10.171,million tonnes,1.0459473,gram/tonne,10638.33,kilogram,342030.25633251,ounce (troy),,,,,,,,,10638.33,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/0fe8ae37-16c6-4f02-87e1-ce5231d35d45,10/04/2026,P 77/4179,PROSPECTING LICENCE,MARDA OPERATIONS PTY LTD,LIVE,Mine,Unspecified,Shut,"Au, Ag"
332437,Marvel Loch - Southern Cross,Marvel Loch - Southern Cross,J00226,Gold,S0000479,-31.269604,119.320508,Youanmi Terrane,Gold,Au,Yes,18.596,million tonnes,3.52294795,gram/tonne,65512.74,kilogram,2106283.52901678,ounce (troy),6.521,million tonnes,3.66307315,gram/tonne,23886.9,kilogram,767981.6785143,ounce (troy),89399.64,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/00d17898-59e9-47f7-b9ce-1ad0e5ed24d3,10/04/2026,M 77/225,MINING LEASE,BARTO GOLD MINING PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332444,Matilda,Matilda,J02624,Gold,S0000776,-26.611436,120.246706,Eastern Goldfields Superterrane,Gold,Au,Yes,91.83,million tonnes,2.38267342,gram/tonne,218800.9,kilogram,7034612.3792723,ounce (troy),37.82,million tonnes,1.28474088,gram/tonne,48588.9,kilogram,1562169.4309083,ounce (troy),267389.8,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5f286391-fce2-4b83-b94a-5a003b08b136,10/04/2026,M 53/96,MINING LEASE,WILUNA OPERATIONS PTY LTD,LIVE,Mine,Openpit,Care and Maintenance,"Au, Ag"
332445,Maybell - Norseman,Maybell - Norseman,J01211,Gold,S0233754,-32.367366,121.794044,Eastern Goldfields Superterrane,Gold,Au,Yes,1.7955,million tonnes,2.1206015,gram/tonne,3807.54,kilogram,122415.25523238,ounce (troy),,,,,,,,,3807.54,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c4ca0595-864f-4f05-99bc-f36a8f838f4b,10/04/2026,M 63/204-I,MINING LEASE,PANGOLIN RESOURCES PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332446,Mayday,Bardoc Gold,J01239,Gold,S0003141,-30.447939,121.863798,Eastern Goldfields Superterrane,Gold,Au,Yes,1.734,million tonnes,1.5005767,gram/tonne,2602,kilogram,83656.243694,ounce (troy),0.622,million tonnes,1.62,gram/tonne,1007.64,kilogram,32396.37870708,ounce (troy),3609.64,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d7a3ef15-dfcd-4039-8e2f-eadbbef45e67,10/04/2026,M 27/140,MINING LEASE,GPM RESOURCES PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332453,McGuires Reward - Beebyn West,McGuires Reward - Beebyn West,J01679,Gold,S0004404,-27.004797,117.788012,Youanmi Terrane,Gold,Au,Yes,0.37,million tonnes,3.7,gram/tonne,1369,kilogram,44014.372643,ounce (troy),,,,,,,,,1369,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/b0566e78-8f35-4cbd-b785-c91b204cde58,10/04/2026,M 20/568; P 20/2516,MINING LEASE; PROSPECTING LICENCE,OZZ RESOURCES LIMITED; OZZ RESOURCES LIMITED,PENDING; PENDING,Deposit,Unspecified,Undeveloped,"Au, Ag"
332467,McPhees,McPhees,J04548,Gold,S0000347,-20.998716,118.937708,Kelly Large Igneous Province,Gold,Au,Yes,0.396,million tonnes,1.57,gram/tonne,621.72,kilogram,19988.76242484,ounce (troy),0.557,million tonnes,1.53,gram/tonne,852.21,kilogram,27399.18810087,ounce (troy),1473.93,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/8f82f4e8-f29d-42e5-ba99-661838c9af9c,10/04/2026,M 45/1275,MINING LEASE,PILGANGOORA OPERATIONS PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332479,Menzies,Menzies,J01011,Gold,S0001041,-29.703376,121.02806,Eastern Goldfields Superterrane,Gold,Au,Yes,14.824,million tonnes,1.5038748,gram/tonne,22293.44,kilogram,716750.74919968,ounce (troy),2.934,million tonnes,1.7204499,gram/tonne,5047.8,kilogram,162290.5407066,ounce (troy),27341.24,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/f9246263-0c1c-4476-a3b9-dba0483ececc,10/04/2026,M 29/153,MINING LEASE,MENZIES OPERATIONAL AND MINING PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
332480,Menzies / Helix,Menzies,J02333,Gold,S0006764,-29.811158,121.142512,Eastern Goldfields Superterrane,Gold,Au,Yes,0.085,million tonnes,6,gram/tonne,510,kilogram,16396.88097,ounce (troy),,,,,,,,,510,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/2792b77f-5c26-4f40-a9f5-ac525bb473d6,10/04/2026,E 29/1045,EXPLORATION LICENCE,KALGOORLIE NICKEL PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332481,Merolia - Laverton Gold,Merolia - Laverton,J04733,Gold,S0006411,-28.780028,122.741712,Burtville Terrane,Gold,Au,Yes,0.0623,million tonnes,4.27704655,gram/tonne,266.46,kilogram,8566.88804562,ounce (troy),,,,,,,,,266.46,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/138175c8-60b4-421c-971d-dbaa82cf98a8,10/04/2026,E 38/2847,EXPLORATION LICENCE,PANTHER METALS LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332513,Minestat Gold Mining Centres,Minestat Mining Centres,J02199,Gold,S0006324,-30.117851,120.583111,Youanmi Terrane,Gold,Au,Yes,0.169,million tonnes,2.55443787,gram/tonne,431.7,kilogram,13879.4774799,ounce (troy),,,,,,,,,431.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/19f0dbd4-ec61-49d3-bfdc-9619e2bf95d1,10/04/2026,M 30/103,MINING LEASE,CARNEGIE GOLD PTY LTD,LIVE,Mine,Unspecified,Shut,Au
332516,Minyari Dome,Minyari Dome,J04792,Gold,S0237397,-21.381333,122.257694,Yeneena Basin,Gold,Au,Yes,57.6924,million tonnes,1.44612985,gram/tonne,83430.702,kilogram,2682359.39203439,ounce (troy),,,,,,,,,83430.702,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a5dc8ab9-5c01-4ef4-b287-ddbbf8273e62,10/04/2026,E 45/3919,EXPLORATION LICENCE,ANTIPA RESOURCES PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag, Cu, Co"
332527,Mon Ami Gold,Mon Ami,J04103,Gold,S0237022,-28.757311,122.505476,Eastern Goldfields Superterrane,Gold,Au,Yes,1.56,million tonnes,1.10711538,gram/tonne,1727.1,kilogram,55527.5551437,ounce (troy),,,,,,,,,1727.1,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/351949f8-555a-4fca-a7ab-70b4d2f22fb4,10/04/2026,M 38/1256,MINING LEASE,GREAT SOUTHERN MINING LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332530,Montague Gold,Montague Gold,J00148,Gold,S0000299,-27.398185,119.538408,Youanmi Terrane,Gold,Au,Yes,10.073,million tonnes,1.64314504,gram/tonne,16551.4,kilogram,532139.8738958,ounce (troy),,,,,,,,,16551.4,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7579840e-1932-4010-885a-b1ab72d7348d,10/04/2026,M 57/98,MINING LEASE,MONTAGUE GOLD PROJECT PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332531,Monument - Korong,Monument - Korong,J02424,Gold,S0018765,-28.639168,121.96482,Eastern Goldfields Superterrane,Gold,Au,Yes,3.257,million tonnes,1.44792754,gram/tonne,4715.9,kilogram,151619.7077773,ounce (troy),,,,,,,,,4715.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/3b9638f4-5948-4916-be05-dd01ae499eb9,10/04/2026,E 39/2024,EXPLORATION LICENCE,MONUMENT EXPLORATION PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332537,Mosquito Creek / Nimble,Mosquito Creek,J00236,Gold,S0003059,-21.733335,120.485506,Mosquito Creek Basin,Gold,Au,Yes,12.413,million tonnes,0.56774672,gram/tonne,7047.44,kilogram,226580.46043768,ounce (troy),,,,,,,,,7047.44,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/6691d0bc-a2b7-4bd8-b0eb-20568af96f33,10/04/2026,E 46/1581,EXPLORATION LICENCE,"STONE, ELDON ANDREW",PENDING,Mine,Openpit,Shut,"Au, Ag"
332557,Mt Cattlin Gold / Avira Resources,Mt Cattlin / Avira,J05718,Gold,S0002248,-33.545656,120.059512,Youanmi Terrane,Gold,Au,Yes,0.165,million tonnes,3.9396,gram/tonne,650.034,kilogram,20899.0786754,ounce (troy),,,,,,,,,650.034,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/baf23877-d54c-f3fc-5765-f5f14ba521c6,10/04/2026,E 74/401-I,EXPLORATION LICENCE,GALAXY LITHIUM AUSTRALIA PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Cu, Ag"
332560,Mt Celia - Kangaroo Bore,Mt Celia - Kangaroo Bore,J00240,Gold,S0002362,-29.439496,122.4654,Eastern Goldfields Superterrane,Gold,Au,Yes,4.304,million tonnes,1.84882203,gram/tonne,7957.33,kilogram,255834.10362551,ounce (troy),,,,,,,,,7957.33,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ed7e53db-67e8-4002-98b5-18b8409f6445,10/04/2026,M 39/1145,MINING LEASE,LEGACY IRON ORE LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332562,Mt Clement - Fairview,Mt Clement - Fairview,J06606,Gold,S0231360,-22.835818,116.125587,Ashburton Basin,Gold,Au,Yes,1.14,million tonnes,0.1,gram/tonne,114,kilogram,3665.185158,ounce (troy),,,,,,,,,114,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/26b7f63b-9f24-f476-e64d-8919e6fd1977,10/04/2026,E 08/3214,EXPLORATION LICENCE,MARQUEE RESOURCES LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Pb, Sb, Ag, Au"
332567,Mt Clement Antimony,Mt Clement Antimony,J07156,Antimony,S0000881,-22.830833,116.110053,Ashburton Basin,Gold,Au,No,2.605,million tonnes,0.62610365,gram/tonne,1631,kilogram,52437.868357,ounce (troy),,,,,,,,,1631,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d1971ec5-736e-25c8-05bc-8aa7e240737c,10/04/2026,M 08/192,MINING LEASE,BLACK CAT (PAULSENS) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Sb, Cu, Ag, Pb"
332573,Mt Clifford Kettle Alluvial Operations,Mt Clifford,J06385,Gold,S0001367,-28.462668,121.05871,Eastern Goldfields Superterrane,Gold,Au,Yes,0.109,million tonnes,3.7,gram/tonne,403.3,kilogram,12966.3962651,ounce (troy),,,,,,,,,403.3,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e17b8b84-8f91-5caa-ef0a-398fbc593869,10/04/2026,M 37/182,MINING LEASE,"BIGGS, GLEN NEIL",LIVE,Mine,Scraping-Detecting area,Shut,"Au, Ag"
332578,Mt Dimer,Mt Dimer,J01033,Gold,S0005302,-30.399426,119.813422,Yilgarn Craton granites,Gold,Au,Yes,0.44,million tonnes,3.63431818,gram/tonne,1599.1,kilogram,51412.2595277,ounce (troy),0.056,million tonnes,5.3,gram/tonne,296.8,kilogram,9542.3417096,ounce (troy),1895.9,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/d4124700-188a-4fa5-8f43-e9cff94f9f40,10/04/2026,M 77/427,MINING LEASE,BEACON MINING PTY LTD,LIVE,Mine,Openpit,Shut,"Au, Ag"
332579,Mt Dimer / Taipan,Mt Dimer,J01671,Gold,S0004377,-30.390636,119.895808,Youanmi Terrane,Gold,Au,Yes,0.7227,million tonnes,2.06799917,gram/tonne,1494.543,kilogram,48050.67387362,ounce (troy),,,,,,,,,1494.543,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/e2a45493-649e-4ed9-af61-f77cc85b4ca4,10/04/2026,M 77/515,MINING LEASE,OZ GOLD GROUP PTY LTD,LIVE,Mine,Openpit,Operating,"Au, Ag"
332581,Mt Dockrell Gold,Mt Dockrell,J00414,Gold,S0001072,-18.842716,127.203211,"Lamboo Province, Eastern Zone",Gold,Au,Yes,0.324,million tonnes,0.69135802,gram/tonne,224,kilogram,7201.767328,ounce (troy),,,,,,,,,224,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/5281693d-8847-4ba5-9f4d-b2927608c256,10/04/2026,E 80/4542-I,EXPLORATION LICENCE,STATE RESOURCES PTY LTD,LIVE,Mine,Openpit,Shut,Au
332595,Mt Edwards Nickel,Mt Edwards,J02592,Nickel,S0001316,-31.502837,121.574809,Eastern Goldfields Superterrane,Gold,Au,No,0.959,million tonnes,0.16,gram/tonne,153.44,kilogram,4933.21061968,ounce (troy),,,,,,,,,153.44,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/9daea1e3-2c60-4eaf-b712-b6144d02eaea,10/04/2026,M 15/94,MINING LEASE,WYLOO KAMBALDA PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Ni, Cu, PGE"
332610,Mt Eureka Gold,Mt Eureka,J03271,Gold,S0019719,-26.604886,121.537112,Eastern Goldfields Superterrane,Gold,Au,Yes,1.5868,million tonnes,1.23520544,gram/tonne,1960.024,kilogram,63016.23573793,ounce (troy),,,,,,,,,1960.024,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/a1599dc5-e263-4276-905e-606be7e5b6d7,10/04/2026,E 53/1299,EXPLORATION LICENCE,CULLEN EXPLORATION PTY LIMITED,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332618,Mt Fisher Gold,Mt Fisher,J04063,Gold,S0226098,-26.873846,121.41988,Eastern Goldfields Superterrane,Gold,Au,Yes,1.9324,million tonnes,2.42394432,gram/tonne,4684.03,kilogram,150595.06347041,ounce (troy),,,,,,,,,4684.03,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/040bc47f-9096-4b47-b13b-21e635ceacbb,10/04/2026,E 53/1061,EXPLORATION LICENCE,ROX (MT FISHER) PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332619,Mt Forrest - Bulga Downs Gold,Mt Forrest - Bulga Downs,J02185,Gold,S0005862,-28.693397,119.960612,Youanmi Terrane,Gold,Au,Yes,0.4,million tonnes,2.8,gram/tonne,1120,kilogram,36008.83664,ounce (troy),,,,,,,,,1120,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/7571bbcd-fa15-4ac2-843c-9239129892d9,10/04/2026,M 29/257-I,MINING LEASE,YILGIRON PTY LTD,LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
332633,Mt Gibson Gold,Mt Gibson,J00245,Gold,S0003754,-29.782349,117.168027,Yilgarn Craton granites,Gold,Au,Yes,152,million tonnes,0.96375,gram/tonne,146490,kilogram,4709762.92803,ounce (troy),94.8,million tonnes,0.88481013,gram/tonne,83880,kilogram,2696804.65836,ounce (troy),230370,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/c0901c6e-7996-4c94-a3fa-9432a0f7477d,10/04/2026,M 59/772,MINING LEASE,CRIMSON METALS PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
332641,Mt Henry - Norseman,Mt Henry - Norseman,J01306,Gold,S0005813,-32.412908,121.782512,Eastern Goldfields Superterrane,Gold,Au,Yes,24.501,million tonnes,1.16334639,gram/tonne,28503.15,kilogram,916397.56435305,ounce (troy),11.694,million tonnes,1.27147768,gram/tonne,14868.66,kilogram,478038.52588902,ounce (troy),43371.81,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/82d67102-8174-478c-9601-5bad45f8a18f,10/04/2026,M 63/516-I,MINING LEASE,KARORA (HIGGINSVILLE) PTY LTD,LIVE,Mine,Openpit,Proposed,"Au, Ag"
332642,Mt Holland Gold / Kidman,Mt Holland,J00106,Gold,S0231663,-32.146282,119.757826,Youanmi Terrane,Gold,Au,Yes,15.322,million tonnes,1.94588892,gram/tonne,29814.91,kilogram,958571.62823777,ounce (troy),,,,,,,,,29814.91,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/24becfe3-cea0-44e5-98da-b686b33829e4,10/04/2026,M 77/1065,MINING LEASE,MONTAGUE RESOURCES AUSTRALIA PTY LTD,LIVE,Mine,Decline,Proposed,Au
332644,Mt Ida Gold,Mt Ida,J00430,Gold,S0019630,-29.097557,120.46551,Eastern Goldfields Superterrane,Gold,Au,Yes,11.831,million tonnes,3.05608148,gram/tonne,36156.5,kilogram,1162458.4839055,ounce (troy),,,,,,,,,36156.5,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/86f293b2-93b8-4571-9b34-f8ca7c34b7b8,10/04/2026,M 29/2,MINING LEASE,MT IDA LITHIUM PTY LTD,LIVE,Mine,Unspecified,Proposed,"Au, Cu, Ag"
332655,Mt Ida South,Mt Ida South,J04342,Gold,S0237258,-29.194124,120.530331,Eastern Goldfields Superterrane,Gold,Au,Yes,4.135,million tonnes,1.12720677,gram/tonne,4661,kilogram,149854.631767,ounce (troy),0.3,million tonnes,2.519,gram/tonne,755.7,kilogram,24296.3195079,ounce (troy),5416.7,kilogram,https://minedex.dmirs.wa.gov.au/Web/projects/details/ce9cea00-bff0-4fc3-9700-b7008ab51cee,10/04/2026,M 29/441; L 29/139; L 29/178,MINING LEASE; MISCELLANEOUS LICENCE; MISCELLANEOUS LICENCE,AURENNE MIT PTY LTD; AURENNE MIT PTY LTD; AURENNE MIT PTY LTD,LIVE; LIVE; LIVE,Deposit,Unspecified,Undeveloped,"Au, Ag"
